"","agency","location_id","location","water_year","datetime","value","value_type","units"
"22833","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 05:30:00,9.9,"temperature","°C"
"22834","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 05:45:00,9.9,"temperature","°C"
"22835","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 06:00:00,9.9,"temperature","°C"
"22836","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 06:15:00,9.9,"temperature","°C"
"22837","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 06:30:00,9.9,"temperature","°C"
"22838","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 06:45:00,9.9,"temperature","°C"
"22839","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 07:00:00,9.9,"temperature","°C"
"22840","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 07:15:00,9.9,"temperature","°C"
"22841","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 07:30:00,9.9,"temperature","°C"
"22842","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 07:45:00,9.9,"temperature","°C"
"22843","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 08:00:00,9.9,"temperature","°C"
"22844","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 08:15:00,9.9,"temperature","°C"
"22845","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 08:30:00,9.9,"temperature","°C"
"22846","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 08:45:00,9.9,"temperature","°C"
"22847","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 09:00:00,9.8,"temperature","°C"
"22848","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 09:15:00,9.8,"temperature","°C"
"22849","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 09:30:00,9.8,"temperature","°C"
"22850","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 09:45:00,9.8,"temperature","°C"
"22851","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 10:00:00,9.8,"temperature","°C"
"22852","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 10:15:00,9.8,"temperature","°C"
"22853","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 10:30:00,9.8,"temperature","°C"
"22854","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 10:45:00,9.8,"temperature","°C"
"22855","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 11:00:00,9.8,"temperature","°C"
"22856","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 11:15:00,9.8,"temperature","°C"
"22857","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 11:30:00,9.8,"temperature","°C"
"22858","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 11:45:00,9.8,"temperature","°C"
"22859","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 12:00:00,9.8,"temperature","°C"
"22860","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 12:15:00,9.8,"temperature","°C"
"22861","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 12:30:00,9.8,"temperature","°C"
"22862","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 12:45:00,9.8,"temperature","°C"
"22863","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 13:00:00,9.7,"temperature","°C"
"22864","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 13:15:00,9.7,"temperature","°C"
"22865","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 13:30:00,9.7,"temperature","°C"
"22866","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 13:45:00,9.7,"temperature","°C"
"22867","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 14:00:00,9.7,"temperature","°C"
"22868","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 14:15:00,9.7,"temperature","°C"
"22869","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 14:30:00,9.7,"temperature","°C"
"22870","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 14:45:00,9.7,"temperature","°C"
"22871","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 15:00:00,9.7,"temperature","°C"
"22872","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 15:15:00,9.7,"temperature","°C"
"22873","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 15:30:00,9.7,"temperature","°C"
"22874","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 15:45:00,9.7,"temperature","°C"
"22875","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 16:00:00,9.7,"temperature","°C"
"22876","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 16:15:00,9.7,"temperature","°C"
"22877","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 16:30:00,9.7,"temperature","°C"
"22878","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 16:45:00,9.7,"temperature","°C"
"22879","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 17:00:00,9.7,"temperature","°C"
"22880","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 17:15:00,9.7,"temperature","°C"
"22881","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 17:30:00,9.7,"temperature","°C"
"22882","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 17:45:00,9.7,"temperature","°C"
"22883","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 18:00:00,9.8,"temperature","°C"
"22884","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 18:15:00,9.8,"temperature","°C"
"22885","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 18:30:00,9.8,"temperature","°C"
"22886","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 18:45:00,9.8,"temperature","°C"
"22887","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 19:00:00,9.8,"temperature","°C"
"22888","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 19:15:00,9.8,"temperature","°C"
"22889","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 19:30:00,9.8,"temperature","°C"
"22890","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 19:45:00,9.9,"temperature","°C"
"22891","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 20:00:00,9.9,"temperature","°C"
"22892","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 20:15:00,9.9,"temperature","°C"
"22893","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 20:30:00,9.9,"temperature","°C"
"22894","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 20:45:00,9.9,"temperature","°C"
"22895","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 21:00:00,9.9,"temperature","°C"
"22896","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 21:15:00,10,"temperature","°C"
"22897","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 21:30:00,10,"temperature","°C"
"22898","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 21:45:00,10,"temperature","°C"
"22899","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 22:00:00,10.1,"temperature","°C"
"22900","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 22:15:00,10.1,"temperature","°C"
"22901","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 22:30:00,10.1,"temperature","°C"
"22902","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 22:45:00,10.1,"temperature","°C"
"22903","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 23:00:00,10.1,"temperature","°C"
"22904","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 23:15:00,10.1,"temperature","°C"
"22905","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 23:30:00,10.1,"temperature","°C"
"22906","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-14 23:45:00,10.1,"temperature","°C"
"22907","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15,10.1,"temperature","°C"
"22908","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 00:15:00,10.1,"temperature","°C"
"22909","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 00:30:00,10.1,"temperature","°C"
"22910","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 00:45:00,10.1,"temperature","°C"
"22911","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 01:00:00,10.1,"temperature","°C"
"22912","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 01:15:00,10.1,"temperature","°C"
"22913","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 01:30:00,10.1,"temperature","°C"
"22914","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 01:45:00,10.1,"temperature","°C"
"22915","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 02:00:00,10.1,"temperature","°C"
"22916","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 02:15:00,10.1,"temperature","°C"
"22917","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 02:30:00,10.1,"temperature","°C"
"22918","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 02:45:00,10.1,"temperature","°C"
"22919","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 03:00:00,10.1,"temperature","°C"
"22920","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 03:15:00,10.1,"temperature","°C"
"22921","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 03:30:00,10.1,"temperature","°C"
"22922","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 03:45:00,10.1,"temperature","°C"
"22923","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 04:00:00,10.1,"temperature","°C"
"22924","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 04:15:00,10.1,"temperature","°C"
"22925","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 04:30:00,10.1,"temperature","°C"
"22926","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 04:45:00,10.1,"temperature","°C"
"22927","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 05:00:00,10.1,"temperature","°C"
"22928","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 05:15:00,10.1,"temperature","°C"
"22929","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 05:30:00,10.1,"temperature","°C"
"22930","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 05:45:00,10.1,"temperature","°C"
"22931","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 06:00:00,10.1,"temperature","°C"
"22932","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 06:15:00,10,"temperature","°C"
"22933","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 06:30:00,10,"temperature","°C"
"22934","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 06:45:00,10,"temperature","°C"
"22935","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 07:00:00,10,"temperature","°C"
"22936","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 07:15:00,10,"temperature","°C"
"22937","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 07:30:00,10,"temperature","°C"
"22938","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 07:45:00,10,"temperature","°C"
"22939","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 08:00:00,10,"temperature","°C"
"22940","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 08:15:00,10,"temperature","°C"
"22941","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 08:30:00,10,"temperature","°C"
"22942","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 08:45:00,10,"temperature","°C"
"22943","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 09:00:00,10,"temperature","°C"
"22944","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 09:15:00,10,"temperature","°C"
"22945","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 09:30:00,10,"temperature","°C"
"22946","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 09:45:00,10,"temperature","°C"
"22947","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 10:00:00,10,"temperature","°C"
"22948","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 10:15:00,10,"temperature","°C"
"22949","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 10:30:00,10,"temperature","°C"
"22950","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 10:45:00,10,"temperature","°C"
"22951","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 11:00:00,9.9,"temperature","°C"
"22952","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 11:15:00,9.9,"temperature","°C"
"22953","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 11:30:00,9.9,"temperature","°C"
"22954","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 11:45:00,9.9,"temperature","°C"
"22955","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 12:00:00,9.9,"temperature","°C"
"22956","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 12:15:00,9.9,"temperature","°C"
"22957","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 12:30:00,9.9,"temperature","°C"
"22958","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 12:45:00,9.9,"temperature","°C"
"22959","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 13:00:00,9.9,"temperature","°C"
"22960","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 13:15:00,9.9,"temperature","°C"
"22961","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 13:30:00,9.9,"temperature","°C"
"22962","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 13:45:00,9.9,"temperature","°C"
"22963","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 14:00:00,9.9,"temperature","°C"
"22964","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 14:15:00,9.9,"temperature","°C"
"22965","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 14:30:00,9.9,"temperature","°C"
"22966","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 14:45:00,9.8,"temperature","°C"
"22967","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 15:00:00,9.8,"temperature","°C"
"22968","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 15:15:00,9.8,"temperature","°C"
"22969","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 15:30:00,9.8,"temperature","°C"
"22970","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 15:45:00,9.8,"temperature","°C"
"22971","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 16:00:00,9.8,"temperature","°C"
"22972","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 16:15:00,9.8,"temperature","°C"
"22973","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 16:30:00,9.8,"temperature","°C"
"22974","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 16:45:00,9.8,"temperature","°C"
"22975","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 17:00:00,9.8,"temperature","°C"
"22976","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 17:15:00,9.8,"temperature","°C"
"22977","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 17:30:00,9.8,"temperature","°C"
"22978","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 17:45:00,9.8,"temperature","°C"
"22979","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 18:00:00,9.8,"temperature","°C"
"22980","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 18:15:00,9.9,"temperature","°C"
"22981","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 18:30:00,9.9,"temperature","°C"
"22982","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 18:45:00,9.9,"temperature","°C"
"22983","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 19:00:00,9.9,"temperature","°C"
"22984","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 19:15:00,9.9,"temperature","°C"
"22985","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 19:30:00,9.9,"temperature","°C"
"22986","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 19:45:00,9.9,"temperature","°C"
"22987","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 20:00:00,10,"temperature","°C"
"22988","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 20:15:00,10,"temperature","°C"
"22989","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 20:30:00,10,"temperature","°C"
"22990","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 20:45:00,10.1,"temperature","°C"
"22991","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 21:00:00,10.1,"temperature","°C"
"22992","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 21:15:00,10.1,"temperature","°C"
"22993","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 21:30:00,10.1,"temperature","°C"
"22994","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 21:45:00,10.1,"temperature","°C"
"22995","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 22:00:00,10.2,"temperature","°C"
"22996","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 22:15:00,10.2,"temperature","°C"
"22997","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 22:30:00,10.2,"temperature","°C"
"22998","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 22:45:00,10.2,"temperature","°C"
"22999","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 23:00:00,10.2,"temperature","°C"
"23000","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 23:15:00,10.2,"temperature","°C"
"23001","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 23:30:00,10.2,"temperature","°C"
"23002","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-15 23:45:00,10.2,"temperature","°C"
"23003","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16,10.2,"temperature","°C"
"23004","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 00:15:00,10.3,"temperature","°C"
"23005","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 00:30:00,10.3,"temperature","°C"
"23006","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 00:45:00,10.2,"temperature","°C"
"23007","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 01:00:00,10.2,"temperature","°C"
"23008","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 01:15:00,10.2,"temperature","°C"
"23009","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 01:30:00,10.2,"temperature","°C"
"23010","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 01:45:00,10.2,"temperature","°C"
"23011","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 02:00:00,10.2,"temperature","°C"
"23012","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 02:15:00,10.2,"temperature","°C"
"23013","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 02:30:00,10.2,"temperature","°C"
"23014","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 02:45:00,10.2,"temperature","°C"
"23015","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 03:00:00,10.2,"temperature","°C"
"23016","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 03:15:00,10.2,"temperature","°C"
"23017","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 03:30:00,10.2,"temperature","°C"
"23018","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 03:45:00,10.2,"temperature","°C"
"23019","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 04:00:00,10.2,"temperature","°C"
"23020","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 04:15:00,10.2,"temperature","°C"
"23021","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 04:30:00,10.2,"temperature","°C"
"23022","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 04:45:00,10.2,"temperature","°C"
"23023","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 05:00:00,10.2,"temperature","°C"
"23024","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 05:15:00,10.2,"temperature","°C"
"23025","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 05:30:00,10.2,"temperature","°C"
"23026","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 05:45:00,10.2,"temperature","°C"
"23027","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 06:00:00,10.2,"temperature","°C"
"23028","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 06:15:00,10.2,"temperature","°C"
"23029","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 06:30:00,10.2,"temperature","°C"
"23030","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 06:45:00,10.2,"temperature","°C"
"23031","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 07:00:00,10.2,"temperature","°C"
"23032","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 07:15:00,10.2,"temperature","°C"
"23033","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 07:30:00,10.2,"temperature","°C"
"23034","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 07:45:00,10.2,"temperature","°C"
"23035","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 08:00:00,10.2,"temperature","°C"
"23036","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 08:15:00,10.2,"temperature","°C"
"23037","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 08:30:00,10.2,"temperature","°C"
"23038","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 08:45:00,10.2,"temperature","°C"
"23039","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 09:00:00,10.2,"temperature","°C"
"23040","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 09:15:00,10.2,"temperature","°C"
"23041","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 09:30:00,10.1,"temperature","°C"
"23042","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 09:45:00,10.1,"temperature","°C"
"23043","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 10:00:00,10.1,"temperature","°C"
"23044","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 10:15:00,10.1,"temperature","°C"
"23045","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 10:30:00,10.1,"temperature","°C"
"23046","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 10:45:00,10.1,"temperature","°C"
"23047","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 11:00:00,10.1,"temperature","°C"
"23048","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 11:15:00,10.1,"temperature","°C"
"23049","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 11:30:00,10.1,"temperature","°C"
"23050","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 11:45:00,10.1,"temperature","°C"
"23051","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 12:00:00,10.1,"temperature","°C"
"23052","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 12:15:00,10.1,"temperature","°C"
"23053","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 12:30:00,10.1,"temperature","°C"
"23054","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 12:45:00,10.1,"temperature","°C"
"23055","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 13:00:00,10.1,"temperature","°C"
"23056","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 13:15:00,10.1,"temperature","°C"
"23057","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 13:30:00,10.1,"temperature","°C"
"23058","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 13:45:00,10.1,"temperature","°C"
"23059","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 14:00:00,10,"temperature","°C"
"23060","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 14:15:00,10,"temperature","°C"
"23061","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 14:30:00,10,"temperature","°C"
"23062","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 14:45:00,10,"temperature","°C"
"23063","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 15:00:00,10,"temperature","°C"
"23064","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 15:15:00,10,"temperature","°C"
"23065","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 15:30:00,10,"temperature","°C"
"23066","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 15:45:00,10,"temperature","°C"
"23067","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 16:00:00,10,"temperature","°C"
"23068","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 16:15:00,10,"temperature","°C"
"23069","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 16:30:00,10,"temperature","°C"
"23070","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 16:45:00,10,"temperature","°C"
"23071","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 17:00:00,10,"temperature","°C"
"23072","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 17:15:00,10,"temperature","°C"
"23073","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 17:30:00,10,"temperature","°C"
"23074","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 17:45:00,10,"temperature","°C"
"23075","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 18:00:00,10,"temperature","°C"
"23076","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 18:15:00,10,"temperature","°C"
"23077","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 18:30:00,10,"temperature","°C"
"23078","CDEC","GES","Sacramento River below Georgiana Slough","2026",2026-01-16 18:45:00,10,"temperature","°C"
