"","water_year","month","date","species","run","source_tank_id","surgeon","crew","vial_number","weight_gr","fork_length_mm","tag_id_hex","tag_activation_date","anesthetic_time_mmss","anesthetic_time_sec","surgery_time_mmss","surgery_time_sec","recovery_time_mmss","recovery_time_sec","comments","release_container_id","release_id","post_tagging_tank","entered_by","qaqc_by","qaqc_comments"
"25","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","HS","AC, AK","25",7.2,86,"E4F4",2026-04-16,"2:27",147,"1:14",74,"1:38",98,"bleeding a little","RT-3","2026-04-21 RT-3","O-1","BP","SB",""
"26","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","HS","AC, AK","26",6.4,81,"E490",2026-04-16,"2:17",137,"1:25",85,"1:27",87,"","RT-3","2026-04-21 RT-3","O-1","BP","SB",""
"27","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","HS","AC, AK","27",7,82,"DE58",2026-04-16,"2:31",151,"1:15",75,"1:15",75,"","RT-3","2026-04-21 RT-3","O-1","BP","SB",""
"28","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","HS","AC, AK","28",10.5,94,"E21A",2026-04-16,"2:03",123,"1:45",105,"2:05",125,"","RT-3","2026-04-21 RT-3","O-1","BP","SB",""
"29","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","HS","AC, AK","29",7.3,85,"DE98",2026-04-16,"2:35",155,"1:25",85,"1:36",96,"","RT-3","2026-04-21 RT-3","O-1","BP","SB",""
"30","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","HS","AC, AK","30",10,92,"E2BE",2026-04-16,"3:04",184,"1:19",79,"3:43",223,"","RT-3","2026-04-21 RT-3","O-1","BP","SB",""
"31","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","HS","AC, AK","31",8.5,89,"E42C",2026-04-16,"2:19",139,"1:14",74,"0:55",55,"","RT-4","2026-04-21 RT-4","O-1","BP","SB",""
"32","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","HS","AC, AK","32",7,83,"DC3A",2026-04-16,"2:15",135,"1:07",67,"2:39",159,"","RT-4","2026-04-21 RT-4","O-1","BP","SB",""
"33","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","HS","AC, AK","33",7.5,86,"E27A",2026-04-16,"1:34",94,"1:40",100,"1:21",81,"","RT-4","2026-04-21 RT-4","O-1","BP","SB",""
"34","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","HS","AC, AK","34",9.8,93,"E16E",2026-04-16,"2:31",151,"1:21",81,"1:21",81,"","RT-4","2026-04-21 RT-4","O-1","BP","SB",""
"35","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","HS","AC, AK","35",8.5,89,"E588",2026-04-16,"2:11",131,"1:30",90,"2:13",133,"","RT-4","2026-04-21 RT-4","O-1","BP","SB",""
"36","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","HS","AC, AK","36",8.8,90,"DE6C",2026-04-16,"2:14",134,"1:18",78,"2:10",130,"","RT-4","2026-04-21 RT-4","O-1","BP","SB",""
"37","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","HS","AC, AK","37",5.6,77,"DEBE",2026-04-16,"3:52",232,"1:23",83,"1:21",81,"","RT-4","2026-04-21 RT-4","O-1","BP","SB",""
"38","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","HS","AC, AK","38",7.2,87,"DCDC",2026-04-16,"2:14",134,"1:28",88,"1:01",61,"","RT-4","2026-04-21 RT-4","O-1","BP","SB",""
"39","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","HS","AC, AK","39",10.2,91,"E324",2026-04-16,"2:06",126,"1:13",73,"1:58",118,"","RT-4","2026-04-21 RT-4","O-1","BP","SB",""
"40","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","HS","AC, AK","40",8,82,"E4C6",2026-04-16,"2:25",145,"1:25",85,"1:13",73,"bleeding a little","RT-4","2026-04-21 RT-4","O-1","BP","SB",""
"41","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","41",13,99,"DD08",2026-04-16,"3:08",188,"1:32",92,"1:08",68,"","RT-5","2026-04-21 RT-5","O-2","BP","SB",""
"42","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","42",7.4,85,"DCA0",2026-04-16,"2:37",157,"2:08",128,"3:19",199,"","RT-5","2026-04-21 RT-5","O-2","BP","SB",""
"43","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","43",7.4,85,"DC72",2026-04-16,"3:00",180,"2:20",140,"1:01",61,"","RT-5","2026-04-21 RT-5","O-2","BP","SB",""
"44","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","44",5.9,80,"E214",2026-04-16,"3:35",215,"1:54",114,"3:05",185,"","RT-5","2026-04-21 RT-5","O-2","BP","SB",""
"45","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","45",8.9,89,"E458",2026-04-16,"3:21",201,"1:32",92,"2:50",170,"","RT-5","2026-04-21 RT-5","O-2","BP","SB",""
"46","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","46",6.3,81,"E36E",2026-04-16,"2:13",133,"1:45",105,"1:51",111,"","RT-5","2026-04-21 RT-5","O-2","BP","SB",""
"47","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","47",8.6,88,"E424",2026-04-16,"2:18",138,"1:31",91,"1:54",114,"","RT-5","2026-04-21 RT-5","O-2","BP","SB",""
"48","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","48",6.9,83,"DF5C",2026-04-16,"2:32",152,"1:18",78,"1:45",105,"","RT-5","2026-04-21 RT-5","O-2","BP","SB",""
"49","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","49",8.5,88,"DCE4",2026-04-16,"2:34",154,"1:20",80,"2:06",126,"","RT-5","2026-04-21 RT-5","O-2","BP","SB",""
"50","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","50",12.6,100,"E374",2026-04-16,"2:50",170,"1:39",99,"3:12",192,"","RT-5","2026-04-21 RT-5","O-2","BP","SB",""
"51","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","51",5.9,79,"E246",2026-04-16,"3:01",181,"1:37",97,"1:42",102,"","RT-6","2026-04-21 RT-6","O-2","BP","SB",""
"52","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","52",5.4,75,"E0B6",2026-04-16,"2:55",175,"1:34",94,"2:04",124,"","RT-6","2026-04-21 RT-6","O-2","BP","SB",""
"53","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","53",9.3,91,"DE2C",2026-04-16,"2:44",164,"1:34",94,"2:01",121,"","RT-6","2026-04-21 RT-6","O-2","BP","SB",""
"54","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","54",9.4,91,"DC62",2026-04-16,"2:54",174,"1:52",112,"2:14",134,"","RT-6","2026-04-21 RT-6","O-2","BP","SB",""
"55","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","55",5.4,76,"E434",2026-04-16,"2:49",169,"1:48",108,"2:40",160,"","RT-6","2026-04-21 RT-6","O-2","BP","SB",""
"56","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","56",8,80,"E30A",2026-04-16,"3:01",181,"1:34",94,"1:39",99,"","RT-6","2026-04-21 RT-6","O-2","BP","SB",""
"57","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","57",7,85,"E274",2026-04-16,"2:35",155,"1:20",80,"2:48",168,"","RT-6","2026-04-21 RT-6","O-2","BP","SB",""
"58","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","58",10.5,92,"DE14",2026-04-16,"2:17",137,"1:26",86,"2:07",127,"","RT-6","2026-04-21 RT-6","O-2","BP","SB",""
"59","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","59",8.6,85,"E24E",2026-04-16,"2:36",156,"1:28",88,"2:37",157,"","RT-6","2026-04-21 RT-6","O-2","BP","SB",""
"60","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","60",6.3,79,"DE88",2026-04-16,"2:23",143,"1:34",94,"1:55",115,"","RT-6","2026-04-21 RT-6","O-2","BP","SB",""
"61","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","61",6.9,85,"DCBE",2026-04-16,"2:26",146,"1:17",77,"2:08",128,"","RT-7","2026-04-21 RT-7","O-2","BP","SB",""
"62","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","62",8.8,90,"E158",2026-04-16,"2:18",138,"1:22",82,"1:25",85,"","RT-7","2026-04-21 RT-7","O-2","BP","SB",""
"63","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","63",7.1,84,"DC5E",2026-04-16,"2:28",148,"1:23",83,"1:45",105,"","RT-7","2026-04-21 RT-7","O-2","BP","SB",""
"64","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","64",7.9,89,"DF36",2026-04-16,"2:26",146,"1:33",93,"1:22",82,"","RT-7","2026-04-21 RT-7","O-2","BP","SB",""
"65","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","65",6.2,83,"E57E",2026-04-16,"2:33",153,"1:19",79,"2:11",131,"","RT-7","2026-04-21 RT-7","O-2","BP","SB",""
"66","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","66",7.6,84,"E142",2026-04-16,"2:32",152,"1:15",75,"2:04",124,"","RT-7","2026-04-21 RT-7","O-2","BP","SB",""
"67","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","67",8,86,"E3B6",2026-04-16,"2:19",139,"1:49",109,"0:27",27,"","RT-7","2026-04-21 RT-7","O-2","BP","SB",""
"68","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","68",8.2,89,"DCEC",2026-04-16,"2:45",165,"1:25",85,"1:55",115,"","RT-7","2026-04-21 RT-7","O-2","BP","SB",""
"69","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","69",7.1,85,"E422",2026-04-16,"2:30",150,"1:29",89,"0:47",47,"","RT-7","2026-04-21 RT-7","O-2","BP","SB",""
"70","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","70",6.4,80,"DE4E",2026-04-16,"2:28",148,"1:44",104,"1:29",89,"a little bloody","RT-7","2026-04-21 RT-7","O-2","BP","SB",""
"71","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","71",6.3,79,"E4EC",2026-04-16,"2:49",169,"1:26",86,"1:24",84,"","RT-8","2026-04-21 RT-8","O-2","BP","SB",""
"72","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","72",8.6,91,"DFB2",2026-04-16,"2:48",168,"1:20",80,"1:35",95,"","RT-8","2026-04-21 RT-8","O-2","BP","SB",""
"73","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","73",7.6,84,"DC4E",2026-04-16,"2:18",138,"2:00",120,"2:51",171,"","RT-8","2026-04-21 RT-8","O-2","BP","SB",""
"74","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","74",6.9,85,"DDBE",2026-04-16,"3:12",192,"1:31",91,"2:11",131,"","RT-8","2026-04-21 RT-8","O-2","BP","SB",""
"75","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","75",8.1,88,"DCC4",2026-04-16,"2:57",177,"1:13",73,"1:06",66,"","RT-8","2026-04-21 RT-8","O-2","BP","SB",""
"76","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","76",6,81,"E0CA",2026-04-16,"2:12",132,"1:32",92,"1:32",92,"","RT-8","2026-04-21 RT-8","O-2","BP","SB",""
"77","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","77",9.5,91,"E598",2026-04-16,"2:51",171,"1:16",76,"1:46",106,"","RT-8","2026-04-21 RT-8","O-2","BP","SB",""
"78","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","78",12,97,"E168",2026-04-16,"2:15",135,"1:07",67,"2:57",177,"","RT-8","2026-04-21 RT-8","O-2","BP","SB",""
"79","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","79",8.1,90,"DD98",2026-04-16,"2:11",131,"1:44",104,"2:55",175,"","RT-8","2026-04-21 RT-8","O-2","BP","SB",""
"80","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","80",6.7,82,"E53C",2026-04-16,"2:54",174,"1:43",103,"1:34",94,"","RT-8","2026-04-21 RT-8","O-2","BP","SB",""
"81","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","HS","AC, AK","D1",7.7,79,"151C",2026-04-16,"1:42",102,"1:23",83,"2:29",149,"",NA,NA,"I-3","BP","SB",""
"82","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","HS","AC, AK","D2",5.5,76,"951B",2026-04-16,"2:10",130,"1:39",99,"1:08",68,"",NA,NA,"I-3","BP","SB",""
"83","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","D3",7.9,87,"02B6",2026-04-16,"2:40",160,"1:32",92,"0:58",58,"",NA,NA,"I-3","BP","SB",""
"84","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","D4",6.1,80,"9527",2026-04-16,"3:14",194,"1:32",92,"0:46",46,"",NA,NA,"I-3","BP","SB",""
"85","2026","Apr",2026-04-21,"Chinook Salmon","fall","O-6","AC","AK","1",8,89,"E362",2026-04-16,"2:27",147,"1:11",71,"1:54",114,"","RT-9","2026-04-22 RT-9","O-1","BP","SB",""
"86","2026","Apr",2026-04-21,"Chinook Salmon","fall","O-6","AC","AK","2",12,100,"DC32",2026-04-16,"1:54",114,"1:06",66,"1:45",105,"","RT-9","2026-04-22 RT-9","O-1","BP","SB",""
"87","2026","Apr",2026-04-21,"Chinook Salmon","fall","O-6","AC","AK","3",8.2,87,"E518",2026-04-16,"2:12",132,"1:10",70,"0:42",42,"","RT-9","2026-04-22 RT-9","O-1","BP","SB",""
"88","2026","Apr",2026-04-21,"Chinook Salmon","fall","O-6","AC","AK","4",8.7,90,"E520",2026-04-16,"2:32",152,"1:17",77,"2:24",144,"","RT-9","2026-04-22 RT-9","O-1","BP","SB",""
"89","2026","Apr",2026-04-21,"Chinook Salmon","fall","O-6","AC","AK","5",6.8,82,"DCF2",2026-04-16,"2:20",140,"2:28",148,"2:50",170,"","RT-9","2026-04-22 RT-9","O-1","BP","SB",""
"90","2026","Apr",2026-04-21,"Chinook Salmon","fall","O-6","AC","AK","6",7,84,"E134",2026-04-16,"1:52",112,"1:16",76,"3:59",239,"","RT-9","2026-04-22 RT-9","O-1","BP","SB",""
"91","2026","Apr",2026-04-21,"Chinook Salmon","fall","O-6","AC","AK","7",8.6,88,"E228",2026-04-16,"1:32",92,"1:18",78,"1:32",92,"","RT-9","2026-04-22 RT-9","O-1","BP","SB",""
"92","2026","Apr",2026-04-21,"Chinook Salmon","fall","O-6","AC","AK","8",9.2,91,"E2F6",2026-04-16,"3:27",207,"1:02",62,"0:40",40,"","RT-9","2026-04-22 RT-9","O-1","BP","SB",""
"93","2026","Apr",2026-04-21,"Chinook Salmon","fall","O-6","AC","AK","9",7.1,85,"DD1E",2026-04-16,"2:11",131,"1:13",73,"2:35",155,"","RT-9","2026-04-22 RT-9","O-1","BP","SB",""
"94","2026","Apr",2026-04-21,"Chinook Salmon","fall","O-6","AC","AK","10",8.5,88,"DDE2",2026-04-16,"2:15",135,"1:53",113,"0:54",54,"","RT-9","2026-04-22 RT-9","O-1","BP","SB",""
"95","2026","Apr",2026-04-21,"Chinook Salmon","fall","O-6","AC","AK","11",9.5,91,"DEF6",2026-04-16,"2:38",158,"1:14",74,"1:12",72,"","RT-10","2026-04-22 RT-10","O-1","BP","SB",""
"96","2026","Apr",2026-04-21,"Chinook Salmon","fall","O-6","AC","AK","12",5.2,76,"E436",2026-04-16,"2:23",143,"1:43",103,"1:01",61,"","RT-10","2026-04-22 RT-10","O-1","BP","SB",""
"97","2026","Apr",2026-04-21,"Chinook Salmon","fall","O-6","AC","AK","13",9.8,92,"E23A",2026-04-16,"2:53",173,"1:18",78,"2:33",153,"","RT-10","2026-04-22 RT-10","O-1","BP","SB",""
"98","2026","Apr",2026-04-21,"Chinook Salmon","fall","O-6","AC","AK","14",9.5,90,"DD9C",2026-04-16,"2:02",122,"1:05",65,"1:57",117,"","RT-10","2026-04-22 RT-10","O-1","BP","SB",""
"99","2026","Apr",2026-04-21,"Chinook Salmon","fall","O-6","AC","AK","15",7.4,86,"E266",2026-04-16,"1:58",118,"1:26",86,"1:18",78,"","RT-10","2026-04-22 RT-10","O-1","BP","SB",""
"100","2026","Apr",2026-04-21,"Chinook Salmon","fall","O-6","AC","AK","16",5.1,75,"DC6C",2026-04-16,"2:24",144,"1:27",87,"2:18",138,"","RT-10","2026-04-22 RT-10","O-1","BP","SB",""
"101","2026","Apr",2026-04-21,"Chinook Salmon","fall","O-6","AC","AK","17",8.9,88,"DD8E",2026-04-16,"2:32",152,"1:12",72,"2:11",131,"","RT-10","2026-04-22 RT-10","O-1","BP","SB",""
"102","2026","Apr",2026-04-21,"Chinook Salmon","fall","O-6","AC","AK","18",7.8,87,"E150",2026-04-16,"1:53",113,"1:16",76,"1:58",118,"","RT-10","2026-04-22 RT-10","O-1","BP","SB",""
"103","2026","Apr",2026-04-21,"Chinook Salmon","fall","O-6","AC","AK","19",7.1,84,"E444",2026-04-16,"1:54",114,"1:08",68,"1:31",91,"","RT-10","2026-04-22 RT-10","O-1","BP","SB",""
"104","2026","Apr",2026-04-21,"Chinook Salmon","fall","O-6","AC","AK","20",7.8,86,"E5A0",2026-04-16,"1:48",108,"1:18",78,"0:56",56,"","RT-10","2026-04-22 RT-10","O-1","BP","SB",""
"105","2026","Apr",2026-04-21,"Chinook Salmon","fall","O-6","AC","AK","21",8.2,88,"DC88",2026-04-16,"2:59",179,"1:16",76,"2:47",167,"","RT-11","2026-04-22 RT-11","O-2","BP","SB",""
"106","2026","Apr",2026-04-21,"Chinook Salmon","fall","O-6","AC","AK","22",7.8,88,"E326",2026-04-16,"2:09",129,"1:24",84,"1:43",103,"","RT-11","2026-04-22 RT-11","O-2","BP","SB",""
"107","2026","Apr",2026-04-21,"Chinook Salmon","fall","O-6","AC","AK","23",7.1,84,"E2D0",2026-04-16,"2:01",121,"1:08",68,"1:56",116,"","RT-11","2026-04-22 RT-11","O-2","BP","SB",""
"108","2026","Apr",2026-04-21,"Chinook Salmon","fall","O-6","AC","AK","24",8,87,"DC44",2026-04-16,"2:23",143,"1:30",90,"0:55",55,"","RT-11","2026-04-22 RT-11","O-2","BP","SB",""
"109","2026","Apr",2026-04-21,"Chinook Salmon","fall","O-6","AC","AK","25",10.6,95,"E560",2026-04-16,"2:22",142,"1:09",69,"0:47",47,"","RT-11","2026-04-22 RT-11","O-2","BP","SB",""
"110","2026","Apr",2026-04-21,"Chinook Salmon","fall","O-6","AC","AK","26",9.2,91,"E1A8",2026-04-16,"1:58",118,"1:22",82,"0:58",58,"","RT-11","2026-04-22 RT-11","O-2","BP","SB",""
"111","2026","Apr",2026-04-21,"Chinook Salmon","fall","O-6","AC","AK","27",7.8,86,"E578",2026-04-16,"2:22",142,"1:18",78,"1:29",89,"","RT-11","2026-04-22 RT-11","O-2","BP","SB",""
"112","2026","Apr",2026-04-21,"Chinook Salmon","fall","O-6","AC","AK","28",10,94,"DDA0",2026-04-16,"2:44",164,"1:01",61,"2:36",156,"","RT-11","2026-04-22 RT-11","O-2","BP","SB",""
"113","2026","Apr",2026-04-21,"Chinook Salmon","fall","O-6","AC","AK","29",7.2,84,"E508",2026-04-16,"1:55",115,"1:25",85,"1:04",64,"","RT-11","2026-04-22 RT-11","O-2","BP","SB",""
"114","2026","Apr",2026-04-21,"Chinook Salmon","fall","O-6","AC","AK","30",7.2,86,"E530",2026-04-16,"1:23",83,"1:05",65,"2:17",137,"","RT-12","2026-04-22 RT-12","O-2","BP","SB",""
"115","2026","Apr",2026-04-21,"Chinook Salmon","fall","O-6","AC","AK","31",8,89,"E276",2026-04-16,"2:48",168,"1:10",70,"1:51",111,"","RT-12","2026-04-22 RT-12","O-2","BP","SB",""
"116","2026","Apr",2026-04-21,"Chinook Salmon","fall","O-6","AC","AK","32",6.6,78,"E1D6",2026-04-16,"3:21",201,"1:06",66,"3:19",199,"","RT-12","2026-04-22 RT-12","O-2","BP","SB",""
"117","2026","Apr",2026-04-21,"Chinook Salmon","fall","O-6","AC","AK","33",5.6,80,"E282",2026-04-16,"3:13",193,"1:27",87,"2:56",176,"","RT-12","2026-04-22 RT-12","O-2","BP","SB",""
"118","2026","Apr",2026-04-21,"Chinook Salmon","fall","O-6","AC","AK","34",5.9,80,"E322",2026-04-16,"3:20",200,"1:30",90,"2:13",133,"","RT-12","2026-04-22 RT-12","O-2","BP","SB",""
"119","2026","Apr",2026-04-21,"Chinook Salmon","fall","O-6","AC","AK","35",5.2,79,"E25C",2026-04-16,"2:46",166,"1:28",88,"2:30",150,"","RT-12","2026-04-22 RT-12","O-2","BP","SB",""
"120","2026","Apr",2026-04-21,"Chinook Salmon","fall","O-6","AC","AK","36",6.9,84,"E364",2026-04-16,"2:18",138,"1:18",78,"0:44",44,"","RT-12","2026-04-22 RT-12","O-2","BP","SB",""
