"","water_year","species","run","release_date","release_time","release_datetime","release_container_id","release_id","crew","morts","shed_tags","fish_released","comments","entered_by","qaqc_by","qaqc_comments"
"46","2025","Chinook Salmon","late-fall",2024-12-14,"0:01",2024-12-14 00:01:00,"RT-22","12/14/2024 RT-22","BS, NS",0,0,10,"Released from dock due to wind conditions","SB","EH",""
"47","2025","Chinook Salmon","late-fall",2024-12-14,"2:58",2024-12-14 02:58:00,"RT-23","12/14/2024 RT-23","NS, BS",0,0,10,"Able to release from boat","SB","EH",""
"48","2025","Chinook Salmon","late-fall",2024-12-14,"5:59",2024-12-14 05:59:00,"RT-24","12/14/2024 RT-24","NS, MU",0,0,9,"","SB","EH",""
"49","2025","Chinook Salmon","late-fall",2025-01-08,"9:04",2025-01-08 09:04:00,"RT-1","1/8/2025 RT-1","EH, NS",0,0,10,"Too muddy to see fish ","PH","SB",""
"50","2025","Chinook Salmon","late-fall",2025-01-08,"11:56",2025-01-08 11:56:00,"RT-2","1/8/2025 RT-2","EH, NS",0,0,10,"very muddy, sea lion followed us out to release ","PH","SB",""
"51","2025","Chinook Salmon","late-fall",2025-01-08,"15:01",2025-01-08 15:01:00,"RT-3","1/8/2025 RT-3","BP, NS",0,0,10,"","PH","SB",""
"52","2025","Chinook Salmon","late-fall",2025-01-08,"17:57",2025-01-08 17:57:00,"RT-4","1/8/2025 RT-4","BP, NS",0,0,10,"","PH","SB",""
"53","2025","Chinook Salmon","late-fall",2025-01-08,"20:59",2025-01-08 20:59:00,"RT-5","1/8/2025 RT-5","RM, CC",0,0,10,"Radio issues","PH","SB",""
"54","2025","Chinook Salmon","late-fall",2025-01-08,"23:58",2025-01-08 23:58:00,"RT-6","1/8/2025 RT-6","RM, BS",0,0,10,"Radio issues","PH","SB",""
"55","2025","Chinook Salmon","late-fall",2025-01-09,"3:04",2025-01-09 03:04:00,"RT-7","1/9/2025 RT-7","RM, CC",0,0,10,"Radio issues resolved ","PH","SB",""
"56","2025","Chinook Salmon","late-fall",2025-01-09,"5:59",2025-01-09 05:59:00,"RT-8","1/9/2025 RT-8","RM, BS",0,0,10,"","PH","SB",""
"57","2025","Chinook Salmon","late-fall",2025-01-09,"9:12",2025-01-09 09:12:00,"RT-9","1/9/2025 RT-9","CY, MD",0,0,10,"","PH","SB",""
"58","2025","Chinook Salmon","late-fall",2025-01-09,"11:56",2025-01-09 11:56:00,"RT-10","1/9/2025 RT-10","BP, CY",0,0,10,"","CY","SB",""
"59","2025","Chinook Salmon","late-fall",2025-01-09,"14:57",2025-01-09 14:57:00,"RT-11","1/9/2025 RT-11","EH, CY",0,0,10,"","CY","SB",""
"60","2025","Chinook Salmon","late-fall",2025-01-09,"17:53",2025-01-09 17:53:00,"RT-12","1/9/2025 RT-12","EH, CY",0,0,10,"","CY","SB",""
"61","2025","Chinook Salmon","late-fall",2025-01-09,"21:01",2025-01-09 21:01:00,"RT-13","1/9/2025 RT-13","RM, AL",0,0,10,"","CY","SB",""
"62","2025","Chinook Salmon","late-fall",2025-01-10,"0:04",2025-01-10 00:04:00,"RT-14","1/10/2025 RT-14","RM, MU",0,0,10,"","CY","SB",""
"63","2025","Chinook Salmon","late-fall",2025-01-10,"3:05",2025-01-10 03:05:00,"RT-15","1/10/2025 RT-15","RM, AL",0,0,10,"","CY","SB",""
"64","2025","Chinook Salmon","late-fall",2025-01-10,"6:01",2025-01-10 06:01:00,"RT-16","1/10/2025 RT-16","RM, MU",0,0,10,"","CY","SB",""
"65","2025","Chinook Salmon","late-fall",2025-01-10,"8:59",2025-01-10 08:59:00,"RT-17","1/10/2025 RT-17","EH, RW",0,0,10,"","CY","SB",""
"66","2025","Chinook Salmon","late-fall",2025-01-10,"11:57",2025-01-10 11:57:00,"RT-18","1/10/2025 RT-18","PH, EH",0,0,10,"Water too murky to see shed tags","CY","SB",""
"67","2025","Chinook Salmon","late-fall",2025-01-10,"14:55",2025-01-10 14:55:00,"RT-19","1/10/2025 RT-19","PH, EH",0,0,10,"Water too murky to see shed tags","CY","SB",""
"68","2025","Chinook Salmon","late-fall",2025-01-10,"17:59",2025-01-10 17:59:00,"RT-20","1/10/2025 RT-20","EH, RW",0,0,10,"Very muddy","CY","SB",""
"69","2025","Chinook Salmon","late-fall",2025-01-10,"20:59",2025-01-10 20:59:00,"RT-21","1/10/2025 RT-21","RM, AL",0,0,10,"","CY","SB",""
"70","2025","Chinook Salmon","late-fall",2025-01-10,"23:58",2025-01-10 23:58:00,"RT-22","1/10/2025 RT-22","RM, MU",0,0,10,"","CY","SB",""
"71","2025","Chinook Salmon","late-fall",2025-01-11,"3:00",2025-01-11 03:00:00,"RT-23","1/11/2025 RT-23","RM, AL",0,0,10,"","CY","SB",""
"72","2025","Chinook Salmon","late-fall",2025-01-11,"6:00",2025-01-11 06:00:00,"RT-24","1/11/2025 RT-24","RM, AL",0,0,10,"","CY","SB",""
"73","2025","Chinook Salmon","late-fall",2025-01-15,"8:57",2025-01-15 08:57:00,"RT-1","1/15/2025 RT-1","PH, CC",0,0,10,"Too turbid to see tags","CY","BP",""
"74","2025","Chinook Salmon","late-fall",2025-01-15,"12:04",2025-01-15 12:04:00,"RT-2","1/15/2025 RT-2","PH, CC",0,0,10,"Too turbid to see tags","CY","BP",""
"75","2025","Chinook Salmon","late-fall",2025-01-15,"15:01",2025-01-15 15:01:00,"RT-3","1/15/2025 RT-3","EH, CC",0,0,10,"Too turbid to see tags","CY","BP",""
"76","2025","Chinook Salmon","late-fall",2025-01-15,"17:58",2025-01-15 17:58:00,"RT-4","1/15/2025 RT-4","EH, CC",0,0,10,"Too turbid to see tags","CY","BP",""
"77","2025","Chinook Salmon","late-fall",2025-01-15,"21:00",2025-01-15 21:00:00,"RT-5","1/15/2025 RT-5","NS, AL, BS",0,0,10,"Changed to 21:00 after confirming with release crew","CY","BP",""
"78","2025","Chinook Salmon","late-fall",2025-01-15,"23:59",2025-01-15 23:59:00,"RT-6","1/15/2025 RT-6","NS, AL, BS",0,0,10,"","CY","BP",""
"79","2025","Chinook Salmon","late-fall",2025-01-16,"3:02",2025-01-16 03:02:00,"RT-7","1/16/2025 RT-7","NS, AL, BS",0,0,10,"Released from dock due to boat issues","CY","BP",""
"80","2025","Chinook Salmon","late-fall",2025-01-16,"6:00",2025-01-16 06:00:00,"RT-8","1/16/2025 RT-8","NS, AL, BS",0,0,10,"Released from dock due to boat issues","CY","BP",""
"81","2025","Chinook Salmon","late-fall",2025-01-16,"9:00",2025-01-16 09:00:00,"RT-9","1/16/2025 RT-9","AT, CJ",0,0,10,"","CY","BP",""
"82","2025","Chinook Salmon","late-fall",2025-01-16,"11:50",2025-01-16 11:50:00,"RT-10","1/16/2025 RT-10","AT, CJ",0,0,9,"Only counted 9 coming out","CY","BP",""
"83","2025","Chinook Salmon","late-fall",2025-01-16,"14:58",2025-01-16 14:58:00,"RT-11","1/16/2025 RT-11","PH, CJ",0,0,10,"","CY","BP",""
"84","2025","Chinook Salmon","late-fall",2025-01-16,"17:57",2025-01-16 17:57:00,"RT-12","1/16/2025 RT-12","AT, PH",0,0,10,"","CY","BP",""
"85","2025","Chinook Salmon","late-fall",2025-01-16,"21:04",2025-01-16 21:04:00,"RT-13","1/16/2025 RT-13","AL, RM",0,0,10,"","CY","BP",""
"86","2025","Chinook Salmon","late-fall",2025-01-17,"0:03",2025-01-17 00:03:00,"RT-14","1/17/2025 RT-14","AL, BS",0,0,10,"","CY","BP",""
"87","2025","Chinook Salmon","late-fall",2025-01-17,"3:01",2025-01-17 03:01:00,"RT-15","1/17/2025 RT-15","AL, RM",0,0,10,"","CY","BP",""
"88","2025","Chinook Salmon","late-fall",2025-01-17,"5:59",2025-01-17 05:59:00,"RT-16","1/17/2025 RT-16","AL, BS",0,0,10,"","CY","BP",""
"89","2025","Chinook Salmon","late-fall",2025-01-17,"9:00",2025-01-17 09:00:00,"RT-17","1/17/2025 RT-17","BP, KB",0,0,10,"","CY","BP",""
"90","2025","Chinook Salmon","late-fall",2025-01-17,"11:58",2025-01-17 11:58:00,"RT-18","1/17/2025 RT-18","CY, BP",0,0,10,"","CY","BP",""
"91","2025","Chinook Salmon","late-fall",2025-01-17,"14:57",2025-01-17 14:57:00,"RT-19","1/17/2025 RT-19","BP, KB",0,0,10,"","CY","BP",""
"92","2025","Chinook Salmon","late-fall",2025-01-17,"17:56",2025-01-17 17:56:00,"RT-20","1/17/2025 RT-20","CY, KB",0,0,10,"","CY","BP",""
"93","2025","Chinook Salmon","late-fall",2025-01-17,"21:01",2025-01-17 21:01:00,"RT-21","1/17/2025 RT-21","NS, CJ",0,0,10,"","CY","BP",""
"94","2025","Chinook Salmon","late-fall",2025-01-17,"23:59",2025-01-17 23:59:00,"RT-22","1/17/2025 RT-22","NS, RM",0,0,10,"","CY","BP",""
"95","2025","Chinook Salmon","late-fall",2025-01-18,"2:59",2025-01-18 02:59:00,"RT-23","1/18/2025 RT-23","NS, CJ",0,0,10,"","CY","BP",""
"96","2025","Chinook Salmon","late-fall",2025-01-18,"5:58",2025-01-18 05:58:00,"RT-24","1/18/2025 RT-24","NS, RM",0,0,10,"","CY","BP",""
"97","2025","Chinook Salmon","late-fall",2025-02-12,"17:04",2025-02-12 17:04:00,"point_rel","2/12/2025 point_rel","PH, AT, JM",0,0,80,"Point release at Miller Park Boat Ramp due to river flows ","PH","BP",""
"98","2025","Chinook Salmon","late-fall",2025-02-13,"16:04",2025-02-13 16:04:00,"point_rel","2/13/2025 point_rel","PH, EH",0,0,80,"Point release at Miller Park Boat Ramp due to river flows ","BP","CY",""
"99","2025","Chinook Salmon","late-fall",2025-02-14,"15:40",2025-02-14 15:40:00,"point_rel","2/14/2025 point_rel","EH, BP",0,0,80,"Point release at Miller Park Boat Ramp due to river flows ","BP","CY",""
